HR600682_1:101		
189.266	1235.78013	
189.737	1238.11548	
190.209	1230.41501	
190.68	1236.97261	
191.152	1234.98519	
191.623	1238.51302	
192.095	1238.06579	
192.566	1239.85478	
193.038	1238.6124	
193.509	1241.44514	
193.98	1238.81118	
194.452	1237.37012	
194.923	1237.71795	
195.394	1237.61857	
195.865	1241.79306	
196.337	1239.00995	
196.808	1238.6621	
197.279	1242.24038	
197.75	1239.40751	
198.221	1241.04754	
198.692	1244.57661	
199.163	1234.78646	
199.634	1239.20873	
200.105	1240.25235	
200.576	1240.25235	
201.047	1241.09724	
201.518	1241.19664	
201.989	1246.51543	
202.46	1245.12344	
202.931	1240.69964	
203.402	1243.73156	
203.873	1241.89246	
204.344	1241.69365	
204.815	1237.91671	
205.285	1242.04157	
205.756	1235.92919	
206.227	1239.25843	
206.698	1241.39544	
207.168	1240.20266	
207.639	1240.40145	
208.11	1242.73743	
208.58	1240.35175	
209.051	1243.28419	
209.521	1242.58831	
209.992	1238.16517	
210.463	1241.94216	
210.933	1241.79306	
211.404	1242.78713	
211.874	1245.32228	
212.344	1241.19664	
212.815	1243.18478	
213.285	1246.46571	
213.756	1244.9743	
214.226	1248.60363	
214.696	1239.30812	
215.167	1245.81942	
215.637	1243.93039	
216.107	1241.59425	
216.577	1242.3895	
217.048	1241.09724	
217.518	1236.92292	
217.988	1238.96026	
218.458	1241.04754	
218.928	1243.53273	
219.398	1242.04157	
219.868	1243.43331	
220.338	1243.78126	
220.808	1242.4392	
221.278	1245.52114	
221.748	1247.41034	
222.218	1239.60629	
222.688	1244.22864	
223.158	1244.02981	
223.628	1248.70307	
224.098	1241.29604	
224.568	1241.04754	
225.038	1243.93039	
225.508	1240.35175	
225.977	1242.63802	
226.447	1243.93039	
226.917	1242.19068	
227.387	1247.06231	
227.856	1240.35175	
228.326	1247.60921	
228.796	1246.96288	
229.265	1247.80809	
229.735	1241.84276	
230.204	1244.47719	
230.674	1242.98595	
231.143	1243.83097	
231.613	1245.47142	
232.082	1245.22286	
232.552	1244.57661	
233.021	1246.416	
233.491	1240.30205	
233.96	1244.27835	
234.429	1248.5539	
234.899	1240.30205	
235.368	1243.3836	
235.837	1248.00697	
236.307	1247.90753	
236.776	1251.68667	
237.245	1245.71999	
