HR600682_1:101		
189.266	1389.83514	
189.737	1441.02982	
190.209	1363.79105	
190.68	1430.98043	
191.152	1406.88418	
191.623	1423.9491	
192.095	1401.8681	
192.566	1414.91275	
193.038	1433.99467	
193.509	1458.12627	
193.98	1436.00444	
194.452	1418.92836	
194.923	1438.01443	
195.394	1427.96667	
195.865	1487.32687	
196.337	1453.09627	
196.808	1474.23134	
197.279	1492.36603	
197.75	1472.21745	
198.221	1482.28905	
198.692	1492.36603	
199.163	1406.88418	
199.634	1457.12016	
200.105	1467.18367	
200.576	1455.10811	
201.047	1453.09627	
201.518	1474.23134	
201.989	1517.58188	
202.46	1535.75789	
202.931	1471.21059	
203.402	1497.40652	
203.873	1481.28165	
204.344	1505.4741	
204.815	1432.98987	
205.285	1497.40652	
205.756	1417.92438	
206.227	1473.22437	
206.698	1477.25258	
207.168	1480.2743	
207.639	1483.29651	
208.11	1513.5451	
208.58	1473.22437	
209.051	1518.5912	
209.521	1458.12627	
209.992	1469.19702	
210.463	1508.50033	
210.933	1482.28905	
211.404	1504.46547	
211.874	1520.61002	
212.344	1482.28905	
212.815	1482.28905	
213.285	1554.96227	
213.756	1521.6195	
214.226	1567.10115	
214.696	1476.24544	
215.167	1549.90664	
215.637	1543.84162	
216.107	1507.49153	
216.577	1509.50917	
217.048	1465.17054	
217.518	1460.13865	
217.988	1451.08466	
218.458	1486.3192	
218.928	1512.53604	
219.398	1472.21745	
219.868	1502.44836	
220.338	1501.43989	
220.808	1485.31158	
221.278	1530.70727	
221.748	1531.71729	
222.218	1474.23134	
222.688	1508.50033	
223.158	1525.65798	
223.628	1584.3108	
224.098	1483.29651	
224.568	1474.23134	
225.038	1545.86308	
225.508	1467.18367	
225.977	1503.45689	
226.447	1548.89567	
226.917	1496.39832	
227.387	1530.70727	
227.856	1489.34237	
228.326	1547.88476	
228.796	1542.83097	
229.265	1556.98489	
229.735	1547.88476	
230.204	1532.72736	
230.674	1530.70727	
231.143	1547.88476	
231.613	1550.91766	
232.082	1500.43147	
232.552	1489.34237	
233.021	1545.86308	
233.491	1470.20378	
233.96	1524.64828	
234.429	1587.34936	
234.899	1492.36603	
235.368	1514.55421	
235.837	1590.38839	
236.307	1578.23508	
236.776	1607.61841	
237.245	1503.45689	
237.714	1574.18564	
238.184	1568.11306	
238.653	1562.04236	
239.122	1593.42789	
239.591	1566.08928	
240.06	1554.96227	
240.529	1563.05401	
240.998	1622.8338	
241.467	1556.98489	
241.936	1521.6195	
242.405	1534.74766	
242.874	1582.28535	
243.343	1530.70727	
243.812	1531.71729	
244.281	1531.71729	
244.75	1532.72736	
245.218	1583.29805	
245.687	1516.5726	
246.156	1602.5492	
246.625	1551.92873	
247.094	1567.10115	
247.562	1527.67754	
248.031	1530.70727	
248.5	1491.35809	
248.968	1560.01922	
249.437	1571.14912	
249.906	1576.21026	
250.374	1556.98489	
250.843	1595.45449	
251.311	1547.88476	
251.78	1551.92873	
252.248	1544.85233	
252.717	1515.56338	
253.185	1530.70727	
253.654	1533.73748	
254.122	1573.17342	
254.59	1528.6874	
255.059	1516.5726	
255.527	1492.36603	
255.995	1551.92873	
256.464	1573.17342	
256.932	1542.83097	
257.4	1529.69731	
257.868	1564.06572	
258.336	1512.53604	
258.805	1532.72736	
259.273	1546.87389	
259.741	1535.75789	
260.209	1531.71729	
260.677	1548.89567	
261.145	1524.64828	
261.613	1490.3502	
262.081	1579.24757	
262.549	1543.84162	
263.017	1563.05401	
263.485	1476.24544	
263.953	1516.5726	
264.421	1525.65798	
264.889	1535.75789	
265.357	1582.28535	
265.824	1556.98489	
266.292	1593.42789	
266.76	1489.34237	
267.228	1509.50917	
267.695	1571.14912	
268.163	1536.76817	
268.631	1489.34237	
269.098	1575.19792	
269.566	1576.21026	
270.034	1515.56338	
270.501	1555.97356	
270.969	1513.5451	
271.436	1593.42789	
271.904	1507.49153	
272.371	1555.97356	
272.839	1574.18564	
273.306	1530.70727	
273.774	1532.72736	
274.241	1557.99628	
274.708	1607.61841	
275.176	1522.62904	
275.643	1493.37402	
276.11	1575.19792	
276.578	1529.69731	
277.045	1556.98489	
277.512	1538.78889	
277.979	1538.78889	
278.447	1571.14912	
278.914	1507.49153	
279.381	1540.80983	
279.848	1563.05401	
280.315	1549.90664	
280.782	1571.14912	
281.249	1562.04236	
281.716	1531.71729	
282.183	1541.82037	
282.65	1537.7785	
283.117	1530.70727	
283.584	1585.3236	
284.051	1543.84162	
284.518	1507.49153	
284.985	1531.71729	
285.452	1553.95104	
285.918	1566.08928	
286.385	1514.55421	
286.852	1536.76817	
287.319	1589.37533	
287.785	1492.36603	
288.252	1547.88476	
288.719	1498.41478	
289.185	1469.19702	
289.652	1491.35809	
290.119	1482.28905	
290.585	1465.17054	
291.052	1498.41478	
291.518	1460.13865	
291.985	1457.12016	
292.451	1498.41478	
292.918	1451.08466	
293.384	1542.83097	
293.851	1498.41478	
294.317	1485.31158	
294.783	1463.15762	
295.25	1484.30402	
295.716	1478.25976	
296.182	1461.14492	
296.649	1497.40652	
297.115	1481.28165	
297.581	1522.62904	
298.047	1436.00444	
298.514	1468.19032	
298.98	1460.13865	
299.446	1467.18367	
299.912	1470.20378	
300.378	1467.18367	
300.844	1446.05656	
301.31	1502.44836	
301.776	1441.02982	
302.242	1500.43147	
302.708	1541.82037	
303.174	1491.35809	
303.64	1433.99467	
304.106	1529.69731	
304.572	1404.87758	
305.038	1467.18367	
305.503	1501.43989	
305.969	1516.5726	
306.435	1493.37402	
306.901	1453.09627	
307.367	2004.78245	
307.832	1454.10217	
308.298	1469.19702	
308.764	1455.10811	
309.229	1503.45689	
309.695	1483.29651	
310.16	1434.99953	
310.626	1470.20378	
311.092	1552.93986	
311.557	1485.31158	
312.023	1523.63864	
312.488	1518.5912	
312.954	1471.21059	
313.419	1439.01951	
313.884	1469.19702	
314.35	1456.11411	
314.815	1468.19032	
315.28	1476.24544	
315.746	1479.267	
316.211	1676.68732	
316.676	1525.65798	
317.142	1584.3108	
317.607	1601.53552	
318.072	1630.95341	
318.537	1550.91766	
319.002	1530.70727	
319.467	1592.41468	
319.933	1521.6195	
320.398	1504.46547	
320.863	1494.38206	
321.328	1550.91766	
321.793	1582.28535	
322.258	1531.71729	
322.723	1595.45449	
323.188	1530.70727	
323.652	1563.05401	
324.117	1502.44836	
324.582	1568.11306	
325.047	1589.37533	
325.512	1578.23508	
325.977	1590.38839	
326.441	1552.93986	
326.906	1592.41468	
327.371	1587.34936	
327.836	1568.11306	
328.3	1605.59057	
328.765	1615.73184	
329.23	1545.86308	
329.694	1586.33645	
330.159	1609.64646	
330.623	1582.28535	
331.088	1576.21026	
331.552	1575.19792	
332.017	1556.98489	
332.481	1640.09191	
332.946	1642.12325	
333.41	1618.77522	
333.874	1621.81908	
334.339	1553.95104	
334.803	1597.48129	
335.267	1660.41454	
335.732	1657.36484	
336.196	1639.07632	
336.66	1598.49477	
337.125	1613.70317	
337.589	1616.74625	
338.053	1647.2025	
338.517	1567.10115	
338.981	1578.23508	
339.445	1564.06572	
339.909	1612.68891	
340.373	1628.9232	
340.837	1573.17342	
341.301	1559.00772	
341.765	1587.34936	
342.229	1522.62904	
342.693	1583.29805	
343.157	1538.78889	
343.621	1546.87389	
344.085	1518.5912	
344.549	1537.7785	
345.013	1631.96859	
345.476	1650.25067	
345.94	1509.50917	
346.404	1522.62904	
346.868	1519.60058	
347.331	1538.78889	
347.795	1590.38839	
348.259	1488.33459	
348.722	1480.2743	
349.186	1504.46547	
349.649	1520.61002	
350.113	1548.89567	
350.577	1523.63864	
351.04	1530.70727	
351.504	1510.51808	
351.967	1536.76817	
352.43	1577.22264	
352.894	1531.71729	
353.357	1503.45689	
353.821	1542.83097	
354.284	1550.91766	
354.747	1469.19702	
355.211	1524.64828	
355.674	1576.21026	
356.137	1485.31158	
356.6	1504.46547	
357.064	1552.93986	
357.527	1494.38206	
